,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,ConfirmedCases,ConfirmedDeaths,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay
17,18/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,24/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,28/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,29/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,30/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
31,01/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
32,02/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
33,03/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
34,04/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
35,05/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
36,06/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
37,07/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
38,08/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
39,09/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
40,10/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
41,11/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
42,12/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
43,13/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
44,14/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1080950,3891420,0,0,0,0,11.11,14.29,6.67,7.69,0
45,15/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
46,16/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
47,17/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
48,18/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
49,19/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
50,20/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
51,21/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
52,22/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
53,23/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
54,24/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
55,25/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.11,14.29,6.67,7.69,0
56,26/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,11.11,14.29,8.89,10.26,0
57,27/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,11.11,14.29,8.89,10.26,0
58,28/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,11.11,14.29,8.89,10.26,0
59,29/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,0,11.11,14.29,8.89,10.26,0
60,01/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,19,0,11.11,14.29,8.89,10.26,0
61,02/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,25,0,11.11,14.29,8.89,10.26,0
62,03/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,32,0,11.11,14.29,8.89,10.26,0
63,04/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,56,0,11.11,14.29,8.89,10.26,0
64,05/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,87,0,11.11,14.29,8.89,10.26,0
65,06/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,108,0,11.11,14.29,8.89,10.26,0
66,07/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,147,0,11.11,14.29,8.89,10.26,0
67,08/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,176,0,11.11,14.29,8.89,10.26,0
68,09/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,205,0,11.11,14.29,8.89,10.26,0
69,10/03/2020,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,400,0,14.81,21.43,11.11,12.82,0
70,11/03/2020,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,598,0,20.37,30,14.44,16.67,0
71,12/03/2020,3,2,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,702,0,40.74,57.38,26.67,30.77,0
72,13/03/2020,3,2,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,996,0,40.74,57.38,26.67,30.77,0
73,14/03/2020,3,2,0,2,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1090,3,46.3,64.52,30,34.62,0
74,15/03/2020,3,2,0,2,1,0,0,4,0,0,0,0,2,1,0,0,0,0,0,1221,3,51.85,71.67,33.33,38.46,0
75,16/03/2020,3,2,0,2,1,0,2,4,0,0,9729500000,0,2,1,0,0,0,0,0,1333,3,60.19,81.19,38.33,44.23,0
76,17/03/2020,3,2,0,2,1,0,2,4,0,0,0,0,2,1,0,0,0,0,0,1463,3,60.19,81.19,38.33,44.23,0
77,18/03/2020,3,2,0,2,1,0,2,4,0,0,81041400,0,2,1,0,0,0,0,0,1550,6,60.19,81.19,38.33,44.23,0
78,19/03/2020,3,2,0,2,1,0,2,4,0,0,0,0,2,1,0,0,0,0,0,1746,7,62.96,85.95,40,46.15,0
79,20/03/2020,3,2,0,2,1,0,2,4,2,0,8666000000,0,2,1,0,0,0,0,0,1914,7,62.96,85.95,45,46.15,37.5
80,21/03/2020,3,2,0,2,1,0,2,4,2,0,0,0,2,1,0,0,0,0,0,2118,7,62.96,85.95,45,46.15,37.5
81,22/03/2020,3,2,0,2,1,0,2,4,2,0,0,0,2,1,0,0,0,0,0,2385,7,62.96,85.95,45,46.15,37.5
82,23/03/2020,3,2,0,2,1,0,2,4,2,0,0,0,2,1,0,0,0,0,0,2621,10,62.96,85.95,45,46.15,37.5
83,24/03/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,0,0,0,0,0,2863,12,79.63,91.67,55,57.69,37.5
84,25/03/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,0,0,0,0,0,3084,14,79.63,91.67,55,57.69,37.5
85,26/03/2020,3,2,2,4,1,0,2,4,2,0,0,1438898.7,2,1,0,0,0,0,0,3369,14,79.63,91.67,55,57.69,37.5
86,27/03/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,0,0,190372000,0,0,3755,19,79.63,91.67,55,57.69,37.5
87,28/03/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,0,0,0,0,0,4015,23,79.63,91.67,55,57.69,37.5
88,29/03/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,0,0,0,0,0,4284,25,79.63,91.67,55,57.69,37.5
89,30/03/2020,3,2,2,4,1,0,2,4,2,0,664363,0,2,1,0,0,0,0,0,4445,32,79.63,91.67,55,57.69,37.5
90,31/03/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,0,14115450,0,0,0,4641,39,79.63,91.67,55,57.69,37.5
91,01/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,4863,44,79.63,91.67,58.33,61.54,37.5
92,02/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,9638900,0,0,0,5147,50,79.63,91.67,58.33,61.54,37.5
93,03/04/2020,3,2,2,4,1,0,2,4,2,0,241066800,0,2,1,1,0,0,0,0,5370,59,79.63,91.67,58.33,61.54,37.5
94,04/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,5550,62,79.63,91.67,58.33,61.54,37.5
95,05/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,5687,71,79.63,91.67,58.33,61.54,37.5
96,06/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,5865,76,79.63,91.67,58.33,61.54,37.5
97,07/04/2020,3,2,2,4,1,0,2,4,2,0,14641200,0,2,1,1,0,0,0,0,6086,89,79.63,91.67,58.33,61.54,37.5
98,08/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,6086,101,79.63,91.67,58.33,61.54,37.5
99,09/04/2020,3,2,2,4,1,0,2,4,2,0,1952160,0,2,1,1,0,0,0,0,6211,108,79.63,91.67,58.33,61.54,37.5
100,10/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,6314,113,79.63,91.67,58.33,61.54,37.5
101,11/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,2943480,0,0,0,6409,119,79.63,91.67,58.33,61.54,37.5
102,12/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,6525,128,79.63,91.67,58.33,61.54,37.5
103,13/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,6603,134,79.63,91.67,58.33,61.54,37.5
104,14/04/2020,3,2,2,4,1,0,2,4,2,0,58224000,0,2,1,1,0,0,0,0,6623,139,79.63,91.67,58.33,61.54,37.5
105,15/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,6740,150,79.63,91.67,58.33,61.54,37.5
106,16/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,6896,152,79.63,91.67,58.33,61.54,37.5
107,17/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,6937,161,79.63,91.67,58.33,61.54,37.5
108,18/04/2020,3,2,2,4,1,0,2,4,2,0,0,0,2,1,1,0,0,0,0,7036,164,79.63,91.67,58.33,61.54,37.5
109,19/04/2020,3,2,2,4,1,0,2,4,2,0,145414500,0,2,1,1,0,0,0,0,7078,165,79.63,91.67,58.33,61.54,37.5
110,20/04/2020,3,2,2,4,1,0,1,4,2,0,593278200,0,2,1,1,0,0,0,0,7156,181,74.07,86.9,55,57.69,37.5
111,21/04/2020,3,2,2,3,1,0,1,4,2,0,9428100,0,2,1,1,0,0,0,0,7191,182,71.3,86.9,53.33,55.77,37.5
112,22/04/2020,3,2,2,3,1,0,1,4,2,0,18525800,0,2,1,1,0,0,0,0,7338,187,71.3,86.9,53.33,55.77,37.5
113,23/04/2020,3,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7401,194,71.3,86.9,53.33,55.77,37.5
114,24/04/2020,3,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7463,199,71.3,86.9,53.33,55.77,37.5
115,25/04/2020,3,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7499,201,71.3,86.9,53.33,55.77,37.5
116,26/04/2020,3,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7527,201,71.3,86.9,53.33,55.77,37.5
117,27/04/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7599,205,67.59,83.33,51.11,53.21,37.5
118,28/04/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7660,206,67.59,83.33,51.11,53.21,37.5
119,29/04/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7710,207,67.59,83.33,51.11,53.21,37.5
120,30/04/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7738,210,67.59,83.33,51.11,53.21,37.5
121,01/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7783,210,67.59,83.33,51.11,53.21,37.5
122,02/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7809,211,67.59,83.33,51.11,53.21,37.5
123,03/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7847,211,67.59,83.33,51.11,53.21,37.5
124,04/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7904,214,67.59,83.33,51.11,53.21,37.5
125,05/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7955,215,67.59,83.33,51.11,53.21,37.5
126,06/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,7996,216,67.59,83.33,51.11,53.21,37.5
127,07/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8034,217,67.59,83.33,51.11,53.21,37.5
128,08/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8070,218,67.59,83.33,51.11,53.21,37.5
129,09/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8099,219,67.59,83.33,51.11,53.21,37.5
130,10/05/2020,2,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8105,219,67.59,83.33,51.11,53.21,37.5
131,11/05/2020,1,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8132,224,63.89,79.76,48.89,50.64,37.5
132,12/05/2020,1,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8157,228,63.89,79.76,48.89,50.64,37.5
133,13/05/2020,1,2,2,3,1,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8175,229,63.89,79.76,48.89,50.64,37.5
134,14/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8196,232,58.33,70.24,45.56,46.79,37.5
135,15/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8219,232,58.33,70.24,45.56,46.79,37.5
136,16/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8237,232,58.33,70.24,45.56,46.79,37.5
137,17/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8249,232,58.33,70.24,45.56,46.79,37.5
138,18/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8257,233,58.33,70.24,45.56,46.79,37.5
139,19/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8267,233,58.33,70.24,45.56,46.79,37.5
140,20/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8281,234,58.33,70.24,45.56,46.79,37.5
141,21/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8309,235,58.33,70.24,45.56,46.79,37.5
142,22/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8332,235,58.33,70.24,45.56,46.79,37.5
143,23/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8346,235,58.33,70.24,45.56,46.79,37.5
144,24/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8352,235,58.33,70.24,45.56,46.79,37.5
145,25/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8364,235,58.33,70.24,45.56,46.79,37.5
146,26/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8383,235,58.33,70.24,45.56,46.79,37.5
147,27/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8401,235,58.33,70.24,45.56,46.79,37.5
148,28/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8411,236,58.33,70.24,45.56,46.79,37.5
149,29/05/2020,1,2,2,3,0,0,1,4,2,0,1613290761,0,2,1,1,0,0,0,0,8422,236,58.33,70.24,45.56,46.79,37.5
150,30/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8437,236,58.33,70.24,45.56,46.79,37.5
151,31/05/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8440,236,58.33,70.24,45.56,46.79,37.5
152,01/06/2020,1,2,2,3,0,0,1,4,2,0,0,0,2,1,1,0,0,0,0,8446,236,58.33,70.24,45.56,46.79,37.5
153,02/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8455,237,43.52,63.81,42.22,42.95,37.5
154,03/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8477,237,43.52,63.81,42.22,42.95,37.5
155,04/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8504,238,43.52,63.81,42.22,42.95,37.5
156,05/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8522,238,43.52,63.81,42.22,42.95,37.5
157,06/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8531,238,43.52,63.81,42.22,42.95,37.5
158,07/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8547,238,43.52,63.81,42.22,42.95,37.5
159,08/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8561,239,43.52,63.81,42.22,42.95,37.5
160,09/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8576,239,43.52,63.81,42.22,42.95,37.5
161,10/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8594,239,43.52,63.81,42.22,42.95,37.5
162,11/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8608,242,43.52,63.81,42.22,42.95,37.5
163,12/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8620,242,43.52,63.81,42.22,42.95,37.5
164,13/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8628,242,43.52,63.81,42.22,42.95,37.5
165,14/06/2020,1,1,0,3,0,0,1,4,2,0,0,0,2,2,2,0,0,0,0,8631,242,43.52,63.81,42.22,42.95,37.5
166,15/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8647,242,40.74,60.24,40.56,41.03,37.5
167,16/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8660,242,40.74,60.24,40.56,41.03,37.5
168,17/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8692,243,40.74,60.24,40.56,41.03,37.5
169,18/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8708,244,40.74,60.24,40.56,41.03,37.5
170,19/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8726,244,40.74,60.24,40.56,41.03,37.5
171,20/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8742,244,40.74,60.24,40.56,41.03,37.5
172,21/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8745,244,40.74,60.24,40.56,41.03,37.5
173,22/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8751,248,40.74,60.24,40.56,41.03,37.5
174,23/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8772,248,40.74,60.24,40.56,41.03,37.5
175,24/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8788,249,40.74,60.24,40.56,41.03,37.5
176,25/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8788,249,40.74,60.24,40.56,41.03,37.5
177,26/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8832,249,40.74,60.24,40.56,41.03,37.5
178,27/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8846,249,40.74,60.24,40.56,41.03,37.5
179,28/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8855,249,40.74,60.24,40.56,41.03,37.5
180,29/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8862,249,40.74,60.24,40.56,41.03,37.5
181,30/06/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8879,250,40.74,60.24,40.56,41.03,37.5
182,01/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8896,251,40.74,60.24,40.56,41.03,37.5
183,02/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8902,251,40.74,60.24,40.56,41.03,37.5
184,03/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8921,251,40.74,60.24,40.56,41.03,37.5
185,04/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8926,251,40.74,60.24,40.56,41.03,37.5
186,05/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8930,251,40.74,60.24,40.56,41.03,37.5
187,06/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8936,251,40.74,60.24,40.56,41.03,37.5
188,07/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8947,251,40.74,60.24,40.56,41.03,37.5
189,08/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8950,251,40.74,60.24,40.56,41.03,37.5
190,09/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8965,252,40.74,60.24,40.56,41.03,37.5
191,10/07/2020,1,1,0,3,0,0,1,3,2,0,0,0,2,2,2,0,0,0,0,8974,252,40.74,60.24,40.56,41.03,37.5
