,Date,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,ConfirmedCases,ConfirmedDeaths,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,C1_School closing (0),C1_School closing (1),C1_School closing (2),C1_School closing (3),C2_Workplace closing (0),C2_Workplace closing (1),C2_Workplace closing (2),C2_Workplace closing (3),C3_Cancel public events (0),C3_Cancel public events (1),C3_Cancel public events (2),C4_Restrictions on gatherings (0),C4_Restrictions on gatherings (1),C4_Restrictions on gatherings (2),C4_Restrictions on gatherings (3),C4_Restrictions on gatherings (4),C5_Close public transport (0),C5_Close public transport (1),C5_Close public transport (2),C6_Stay at home requirements (0),C6_Stay at home requirements (1),C6_Stay at home requirements (2),C6_Stay at home requirements (3),C7_Restrictions on internal movement (0),C7_Restrictions on internal movement (1),C7_Restrictions on internal movement (2),C8_International travel controls (0),C8_International travel controls (1),C8_International travel controls (2),C8_International travel controls (3),C8_International travel controls (4),E1_Income support (0),E1_Income support (1),E1_Income support (2),E2_Debt/contract relief (0),E2_Debt/contract relief (1),E2_Debt/contract relief (2),H1_Public information campaigns (0),H1_Public information campaigns (1),H1_Public information campaigns (2),H2_Testing policy (0),H2_Testing policy (1),H2_Testing policy (2),H2_Testing policy (3),H3_Contact tracing (0),H3_Contact tracing (1),H3_Contact tracing (2),H7_Vaccination policy (0),H7_Vaccination policy (1),H7_Vaccination policy (2),H7_Vaccination policy (3),H7_Vaccination policy (4),H7_Vaccination policy (5)
30,31/01/2020,0,0,0,0,0,5,0,5.56,9.52,12.22,14.1,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0
31,01/02/2020,0,0,0,0,0,8,0,5.56,9.52,12.22,14.1,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0
32,02/02/2020,0,0,0,0,0,10,0,5.56,9.52,12.22,14.1,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0
33,03/02/2020,0,0,0,0,0,12,0,5.56,9.52,12.22,14.1,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0
34,04/02/2020,0,0,0,0,0,12,0,5.56,9.52,12.22,14.1,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0
35,05/02/2020,0,0,0,0,0,12,0,5.56,9.52,12.22,14.1,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0
36,06/02/2020,0,0,0,8010337,0,12,0,5.56,9.52,12.22,14.1,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0
37,07/02/2020,0,0,0,0,0,13,0,5.56,9.52,12.22,14.1,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0
38,08/02/2020,0,0,0,0,0,13,0,5.56,9.52,12.22,14.1,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0
39,09/02/2020,0,0,0,0,0,14,0,5.56,9.52,12.22,14.1,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,6,3,3,6,0,0,0,0,0
40,10/02/2020,0,0,0,0,0,14,0,5.56,9.52,12.22,14.1,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,6,0,0,6,0,0,0,6,3,3,6,0,0,0,0,0
41,11/02/2020,0,0,0,0,0,16,0,5.56,9.52,12.22,14.1,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,6,3,0,6,0,0,0,6,3,3,6,0,0,0,0,0
42,12/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,6,3,0,6,0,0,0,6,3,3,6,0,0,0,0,0
43,13/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,7,3,0,7,0,0,0,7,3,3,7,0,0,0,0,0
44,14/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,7,3,0,7,3,0,0,7,3,3,7,0,0,0,0,0
45,15/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,7,3,0,7,3,0,0,7,3,3,7,0,0,0,0,0
46,16/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,7,3,0,7,3,0,0,7,3,3,7,0,0,0,0,0
47,17/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,7,3,0,7,3,0,0,7,3,3,7,0,0,0,0,0
48,18/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,7,3,0,7,3,0,0,7,3,3,7,0,0,0,0,0
49,19/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,8,3,0,8,3,0,0,8,3,3,8,0,0,0,0,0
50,20/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,8,3,0,8,3,0,0,8,3,3,8,0,0,0,0,0
51,21/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,8,3,0,8,3,0,0,8,3,3,8,0,0,0,0,0
52,22/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,8,3,0,8,3,0,0,8,3,3,8,0,0,0,0,0
53,23/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,8,3,0,8,3,0,0,8,3,3,8,0,0,0,0,0
54,24/02/2020,0,0,0,0,0,16,0,11.11,14.29,15.56,17.95,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,8,3,0,8,3,0,0,8,3,3,8,0,0,0,0,0
55,25/02/2020,0,0,0,0,0,17,0,11.11,14.29,15.56,17.95,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,3,0,9,3,0,0,9,3,3,9,0,0,0,0,0
56,26/02/2020,0,0,0,0,0,27,0,16.67,21.43,18.89,21.79,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,3,0,9,3,0,0,9,3,3,9,0,0,0,0,0
57,27/02/2020,0,0,0,0,0,46,0,16.67,21.43,18.89,21.79,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,3,0,9,3,0,0,9,6,6,9,0,0,0,0,0
58,28/02/2020,0,0,0,0,0,48,0,19.44,25,20.56,23.72,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,3,0,9,3,0,0,9,6,6,9,0,0,0,0,0
59,29/02/2020,0,0,0,0,0,79,0,25,34.52,23.89,27.56,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,6,0,9,3,0,0,9,6,6,9,0,0,0,0,0
60,01/03/2020,0,0,0,0,0,130,0,25,34.52,23.89,27.56,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,9,6,3,9,3,0,0,9,6,6,9,0,0,0,0,0
61,02/03/2020,0,0,0,0,0,159,0,25,34.52,23.89,27.56,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,10,6,3,10,3,0,0,10,6,6,10,0,0,0,0,0
62,03/03/2020,0,0,0,0,0,196,0,25,34.52,23.89,27.56,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,10,6,3,10,6,0,0,10,6,6,10,0,0,0,0,0
63,04/03/2020,0,0,0,0,0,262,0,25,34.52,23.89,27.56,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,10,6,3,10,6,0,0,10,6,6,10,0,0,0,0,0
64,05/03/2020,0,0,0,0,0,482,0,25,34.52,23.89,27.56,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,10,6,3,10,6,0,0,10,6,6,10,0,0,0,0,0
65,06/03/2020,0,0,0,0,0,670,0,25,34.52,23.89,27.56,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,10,6,3,10,6,0,0,10,6,6,10,0,0,0,0,0
66,07/03/2020,0,0,0,0,0,799,0,25,34.52,23.89,27.56,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,0,0,10,6,3,10,6,0,0,10,6,6,10,0,0,0,0,0
67,08/03/2020,0,0,0,0,0,1040,0,25,34.52,23.89,27.56,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,11,6,3,11,6,0,0,11,6,6,11,0,0,0,0,0
68,09/03/2020,0,0,0,0,0,1176,2,28.7,41.67,26.11,30.13,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,11,6,3,11,6,0,0,11,6,6,11,0,0,0,0,0
69,10/03/2020,0,0,0,0,0,1457,2,32.87,41.67,28.61,33.01,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,11,6,3,11,6,0,0,11,6,6,11,0,0,0,0,0
70,11/03/2020,0,0,0,0,0,1908,3,32.87,41.67,28.61,33.01,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,11,6,3,11,6,0,0,11,6,6,11,0,0,0,0,0
71,12/03/2020,0,0,0,0,0,2078,3,32.87,41.67,28.61,33.01,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,11,6,3,11,6,0,0,11,6,6,11,0,0,0,0,0
72,13/03/2020,0,0,0,0,0,3675,7,32.87,41.67,28.61,33.01,0,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,0,11,0,0,11,0,0,0,0,11,0,0,11,0,0,11,6,3,11,6,0,0,11,6,6,11,0,0,0,0,0
73,14/03/2020,0,0,0,0,0,4585,9,32.87,41.67,28.61,33.01,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,12,0,0,12,0,0,0,12,0,0,12,0,0,0,0,12,0,0,12,0,0,12,6,3,12,6,0,0,12,6,6,12,0,0,0,0,0
74,15/03/2020,0,0,0,0,0,5795,11,32.87,41.67,28.61,33.01,0,12,3,3,0,12,0,0,0,12,0,0,12,0,0,0,0,12,0,0,12,0,0,0,12,0,0,12,0,0,0,0,12,0,0,12,0,0,12,6,3,12,6,0,0,12,6,6,12,0,0,0,0,0
75,16/03/2020,0,0,0,0,0,7272,17,42.13,52.38,39.17,39.42,37.5,12,3,3,0,12,0,0,0,12,0,0,12,0,0,0,0,12,0,0,12,0,0,0,12,0,0,12,0,0,0,0,12,0,0,12,0,0,12,6,3,12,6,0,0,12,9,9,12,0,0,0,0,0
76,17/03/2020,0,0,0,0,0,9257,24,42.13,52.38,39.17,39.42,37.5,12,3,3,0,12,0,0,0,12,0,0,12,0,0,0,0,12,0,0,12,0,0,0,12,0,0,12,3,0,0,0,12,0,0,12,0,0,12,6,3,12,6,0,0,12,9,9,12,0,0,0,0,0
77,18/03/2020,0,0,0,0,0,12327,28,52.31,61.9,41.94,42.63,37.5,12,3,3,0,12,0,0,0,12,3,0,12,0,0,0,0,12,0,0,12,0,0,0,12,0,0,12,3,0,0,0,12,0,0,12,0,0,12,9,3,12,6,0,0,12,9,0,12,0,0,0,0,0
78,19/03/2020,0,0,0,0,0,15320,44,55.09,61.9,43.61,44.55,37.5,12,3,3,0,12,0,0,0,12,3,0,12,0,0,0,0,12,0,0,12,0,0,0,12,0,0,12,3,0,0,0,12,0,0,12,0,0,12,9,6,12,6,0,0,12,9,0,12,0,0,0,0,0
79,20/03/2020,0,0,0,0,0,19848,67,57.87,66.67,45.28,46.47,37.5,13,3,3,0,13,0,0,0,13,3,0,13,0,0,0,0,13,0,0,13,0,0,0,13,0,0,13,3,0,0,0,13,0,0,13,0,0,13,9,6,13,6,0,0,13,9,0,13,0,0,0,0,0
80,21/03/2020,0,0,0,0,0,22213,84,68.06,66.67,51.39,53.53,37.5,13,3,3,0,13,0,0,0,13,3,0,13,0,0,0,0,13,0,0,13,0,0,0,13,0,0,13,3,0,0,0,13,0,0,13,0,0,13,9,6,13,9,0,0,13,9,0,13,0,0,0,0,0
81,22/03/2020,0,0,0,0,0,24873,94,76.85,77.38,56.67,59.62,37.5,13,3,3,0,13,0,0,0,13,3,0,13,0,0,0,0,13,0,0,13,0,0,0,13,0,0,13,3,0,0,0,13,0,0,13,0,0,13,9,6,13,9,0,0,13,9,0,13,0,0,0,0,0
82,23/03/2020,68442949673,0,62997723800,156510825,0,29056,123,76.85,77.38,56.67,59.62,37.5,13,3,3,0,13,0,0,0,13,3,0,13,0,0,0,0,13,0,0,13,0,0,0,13,0,0,13,3,0,0,0,13,0,0,13,0,0,13,9,6,13,9,0,0,13,9,0,13,0,0,0,0,0
83,24/03/2020,0,0,0,0,0,32986,157,76.85,77.38,56.67,59.62,37.5,13,3,3,0,13,0,0,0,13,3,0,13,0,0,0,0,13,0,0,13,0,0,0,13,0,0,13,3,0,0,0,13,0,0,13,0,0,13,9,6,13,9,0,0,13,9,0,13,0,0,0,0,0
84,25/03/2020,0,0,0,0,0,37323,206,76.85,77.38,56.67,59.62,37.5,13,3,3,0,13,0,0,0,13,3,0,13,0,0,0,0,13,0,0,13,0,0,0,13,0,0,13,3,0,0,0,13,0,0,13,0,0,13,9,6,13,9,0,0,13,9,0,13,0,0,0,0,0
85,26/03/2020,0,0,0,0,0,43938,267,76.85,77.38,56.67,59.62,37.5,14,3,3,0,14,0,0,0,14,3,0,14,0,0,0,0,14,0,0,14,0,0,0,14,0,0,14,3,0,0,0,14,0,0,14,0,0,14,9,6,14,9,0,0,14,9,0,14,0,0,0,0,0
