Total errors 136

04.03.2020 20:00 | blaenau_gwent
04.03.2020 19:00 | blaenau_gwent
04.03.2020 18:00 | blaenau_gwent
04.03.2020 17:00 | blaenau_gwent
04.03.2020 16:00 | blaenau_gwent
04.03.2020 15:00 | blaenau_gwent
04.03.2020 14:00 | blaenau_gwent
04.03.2020 13:00 | blaenau_gwent
04.03.2020 12:00 | blaenau_gwent
04.03.2020 11:00 | blaenau_gwent
25.02.2020 14:00 | blaenau_gwent
25.02.2020 13:00 | blaenau_gwent
25.02.2020 12:00 | blaenau_gwent
23.06.2020 13:00 | bridgend
23.06.2020 12:00 | bridgend
23.06.2020 11:00 | bridgend
23.06.2020 10:00 | bridgend
02.11.2020 18:00 | carmarthenshire
02.11.2020 17:00 | carmarthenshire
02.11.2020 16:00 | carmarthenshire
02.11.2020 15:00 | carmarthenshire
02.11.2020 14:00 | carmarthenshire
02.11.2020 13:00 | carmarthenshire
13.10.2020 17:00 | carmarthenshire
13.10.2020 16:00 | carmarthenshire
13.10.2020 15:00 | carmarthenshire
13.10.2020 14:00 | carmarthenshire
13.10.2020 13:00 | carmarthenshire
13.10.2020 12:00 | carmarthenshire
13.10.2020 11:00 | carmarthenshire
15.09.2020 18:00 | carmarthenshire
15.09.2020 17:00 | carmarthenshire
15.09.2020 16:00 | carmarthenshire
15.09.2020 15:00 | carmarthenshire
15.09.2020 14:00 | carmarthenshire
15.09.2020 13:00 | carmarthenshire
15.09.2020 12:00 | carmarthenshire
15.09.2020 11:00 | carmarthenshire
15.09.2020 10:00 | carmarthenshire
07.10.2020 14:00 | conwy
07.10.2020 13:00 | conwy
07.10.2020 12:00 | conwy
07.10.2020 11:00 | conwy
07.10.2020 10:00 | conwy
07.10.2020 09:00 | conwy
09.09.2020 11:00 | conwy
28.02.2020 00:00 | conwy
10.09.2020 13:00 | denbighshire
10.09.2020 12:00 | denbighshire
10.09.2020 11:00 | denbighshire
10.09.2020 10:00 | denbighshire
10.09.2020 09:00 | denbighshire
02.07.2020 14:00 | denbighshire
02.07.2020 12:00 | denbighshire
02.07.2020 11:00 | denbighshire
10.09.2020 13:00 | flintshire
10.09.2020 12:00 | flintshire
10.09.2020 11:00 | flintshire
10.09.2020 10:00 | flintshire
10.09.2020 09:00 | flintshire
02.07.2020 14:00 | flintshire
02.07.2020 12:00 | flintshire
02.07.2020 11:00 | flintshire
08.10.2020 14:00 | gwynedd
08.10.2020 13:00 | gwynedd
08.10.2020 12:00 | gwynedd
16.03.2020 19:00 | gwynedd
16.03.2020 18:00 | gwynedd
16.03.2020 17:00 | gwynedd
16.03.2020 16:00 | gwynedd
16.03.2020 15:00 | gwynedd
16.03.2020 14:00 | gwynedd
10.02.2020 12:00 | gwynedd
08.06.2020 12:00 | isle_of_anglesey
08.06.2020 11:00 | isle_of_anglesey
04.03.2020 20:00 | merthyr_tydfil
04.03.2020 19:00 | merthyr_tydfil
04.03.2020 18:00 | merthyr_tydfil
04.03.2020 17:00 | merthyr_tydfil
04.03.2020 16:00 | merthyr_tydfil
04.03.2020 15:00 | merthyr_tydfil
04.03.2020 14:00 | merthyr_tydfil
04.03.2020 13:00 | merthyr_tydfil
04.03.2020 12:00 | merthyr_tydfil
04.03.2020 11:00 | merthyr_tydfil
25.02.2020 14:00 | merthyr_tydfil
25.02.2020 13:00 | merthyr_tydfil
25.02.2020 12:00 | merthyr_tydfil
14.07.2020 12:00 | neath_port_talbot
14.07.2020 11:00 | neath_port_talbot
17.06.2020 14:00 | neath_port_talbot
17.06.2020 13:00 | neath_port_talbot
17.06.2020 12:00 | neath_port_talbot
17.06.2020 11:00 | neath_port_talbot
17.06.2020 10:00 | neath_port_talbot
01.07.2020 20:00 | pembrokeshire
01.07.2020 19:00 | pembrokeshire
01.07.2020 18:00 | pembrokeshire
01.07.2020 17:00 | pembrokeshire
01.07.2020 16:00 | pembrokeshire
01.07.2020 15:00 | pembrokeshire
01.07.2020 14:00 | pembrokeshire
01.07.2020 13:00 | pembrokeshire
01.07.2020 12:00 | pembrokeshire
01.07.2020 11:00 | pembrokeshire
24.06.2020 14:00 | pembrokeshire
24.06.2020 13:00 | pembrokeshire
24.06.2020 12:00 | pembrokeshire
04.03.2020 20:00 | powys
04.03.2020 19:00 | powys
04.03.2020 18:00 | powys
04.03.2020 17:00 | powys
04.03.2020 16:00 | powys
04.03.2020 15:00 | powys
04.03.2020 14:00 | powys
04.03.2020 13:00 | powys
04.03.2020 12:00 | powys
04.03.2020 11:00 | powys
25.02.2020 14:00 | powys
25.02.2020 13:00 | powys
25.02.2020 12:00 | powys
14.07.2020 12:00 | swansea
14.07.2020 11:00 | swansea
17.06.2020 14:00 | swansea
17.06.2020 13:00 | swansea
17.06.2020 12:00 | swansea
17.06.2020 11:00 | swansea
17.06.2020 10:00 | swansea
10.09.2020 13:00 | wrexham
10.09.2020 12:00 | wrexham
10.09.2020 11:00 | wrexham
10.09.2020 10:00 | wrexham
10.09.2020 09:00 | wrexham
02.07.2020 14:00 | wrexham
02.07.2020 12:00 | wrexham
02.07.2020 11:00 | wrexham
